metric,mean,std,standard_error
accuracy,0.71524,0.004934279188606093,0.0015603560847162804
precision,0.7037330123687189,0.014400656177773346,0.004553887332273841
recall,0.74578,0.03901343927987438,0.012337132748108229
f1,0.723296290200306,0.012741035153738303,0.0040290690834086625
auc,0.7894125360000016,0.00462651334736238,0.0014630319802834881
