metric,mean,std,standard_error
accuracy,0.6343633590839771,0.0024939562809828297,0.0007886582232788616
precision,0.6354957116842057,0.002221234477799453,0.0007024160167140986
recall,0.6293646823411706,0.005259794320856708,0.001663293007792568
f1,0.6324078233431052,0.003352347658316424,0.0010601054109011805
auc,0.6667800735291929,0.002142440140188708,0.0006774990593566762
