metric,mean,std,standard_error
accuracy,0.6397484937123428,0.0017371007252361802,0.0005493194816876663
precision,0.6444853284722503,0.0021917977189323443,0.0006931072962187765
recall,0.6226363181590795,0.00594272678297269,0.0018792552146278836
f1,0.6333547204734511,0.002897100208841846,0.0009161435269689715
auc,0.6800126103833579,0.001727295253872759,0.0005462187193836695
